Precision,Recall
0.23909249563699825,1.0
0.23930131004366811,1.0
0.2395104895104895,1.0
0.23972003499562555,1.0
0.23992994746059546,1.0
0.2401402278702892,1.0
0.24035087719298245,1.0
0.2405618964003512,1.0
0.24077328646748683,1.0
0.24098504837291118,1.0
0.24119718309859156,1.0
0.24140969162995596,1.0
0.24162257495590828,1.0
0.2418358340688438,1.0
0.2420494699646643,1.0
0.242263483642794,1.0
0.2424778761061947,1.0
0.24269264836138174,1.0
0.2429078014184397,1.0
0.24312333629103816,1.0
0.2433392539964476,1.0
0.24355555555555555,1.0
0.24377224199288255,1.0
0.2439893143365984,1.0
0.24420677361853832,1.0
0.24442462087421946,1.0
0.24464285714285713,1.0
0.2448614834673816,1.0
0.24508050089445438,1.0
0.24529991047448524,1.0
0.24551971326164876,1.0
0.24573991031390136,1.0
0.2459605026929982,1.0
0.24618149146451032,1.0
0.24640287769784172,1.0
0.24662466246624662,1.0
0.24684684684684685,1.0
0.24706943192064923,1.0
0.24729241877256317,1.0
0.24751580849141824,1.0
0.24773960216998192,1.0
0.24796380090497738,1.0
0.24818840579710144,1.0
0.2484134179510426,1.0
0.24863883847549909,1.0
0.2488646684831971,1.0
0.24909090909090909,1.0
0.24931756141947226,1.0
0.2495446265938069,1.0
0.2497721057429353,1.0
0.25,1.0
0.2502283105022831,1.0
0.25045703839122485,1.0
0.2506861848124428,1.0
0.2509157509157509,1.0
0.25114573785517874,1.0
0.25137614678899084,1.0
0.2516069788797062,1.0
0.25183823529411764,1.0
0.25206991720331184,1.0
0.2523020257826888,1.0
0.25253456221198156,1.0
0.25276752767527677,1.0
0.2530009233610342,1.0
0.2532347504621072,1.0
0.2534690101757632,1.0
0.2537037037037037,1.0
0.25393883225208524,1.0
0.2541743970315399,1.0
0.25441039925719594,1.0
0.25464684014869887,1.0
0.25488372093023254,1.0
0.25512104283054005,1.0
0.255358807082945,1.0
0.2555970149253731,1.0
0.25583566760037346,1.0
0.2560747663551402,1.0
0.25631431244153413,1.0
0.2565543071161049,1.0
0.25679475164011245,1.0
0.2570356472795497,1.0
0.25727699530516435,1.0
0.2575187969924812,1.0
0.257761053621825,1.0
0.2580037664783427,1.0
0.2582469368520264,1.0
0.25849056603773585,1.0
0.2587346553352219,1.0
0.2589792060491493,1.0
0.25922421948912017,1.0
0.25946969696969696,1.0
0.25971563981042656,1.0
0.25996204933586337,1.0
0.26020892687559355,1.0
0.26045627376425856,1.0
0.26070409134157946,1.0
0.26095238095238094,1.0
0.2612011439466158,1.0
0.26145038167938933,1.0
0.2617000955109838,1.0
0.26195028680688337,1.0
0.26220095693779905,1.0
0.2624521072796935,1.0
0.26270373921380635,1.0
0.2629558541266795,1.0
0.2632084534101825,1.0
0.26346153846153847,1.0
0.26371511068334935,1.0
0.26396917148362237,1.0
0.26422372227579555,1.0
0.2644787644787645,1.0
0.2647342995169082,1.0
0.26499032882011603,1.0
0.26524685382381413,1.0
0.2655038759689923,1.0
0.26576139670223087,1.0
0.26601941747572816,1.0
0.2662779397473275,1.0
0.26653696498054474,1.0
0.2667964946445959,1.0
0.26705653021442494,1.0
0.2673170731707317,1.0
0.267578125,1.0
0.2678396871945259,1.0
0.26810176125244617,1.0
0.2683643486777669,1.0
0.26862745098039215,1.0
0.2688910696761531,1.0
0.2691552062868369,1.0
0.2694198623402163,1.0
0.26968503937007876,1.0
0.26995073891625615,1.0
0.2702169625246548,1.0
0.2704837117472853,1.0
0.2707509881422925,1.0
0.27101879327398615,1.0
0.2712871287128713,1.0
0.27155599603567887,1.0
0.2718253968253968,1.0
0.27209533267130087,1.0
0.27236580516898606,1.0
0.272636815920398,1.0
0.2729083665338645,1.0
0.2731804586241276,1.0
0.27345309381237526,1.0
0.27372627372627373,1.0
0.274,1.0
0.27427427427427425,1.0
0.2745490981963928,1.0
0.2748244734202608,1.0
0.2751004016064257,1.0
0.27537688442211056,1.0
0.27565392354124746,1.0
0.2759315206445116,1.0
0.2762096774193548,1.0
0.27648839556004035,1.0
0.2767676767676768,1.0
0.2770475227502528,1.0
0.2773279352226721,1.0
0.27760891590678827,1.0
0.2778904665314402,1.0
0.2781725888324873,1.0
0.2784552845528455,1.0
0.2787385554425229,1.0
0.2790224032586558,1.0
0.2793068297655454,1.0
0.2795918367346939,1.0
0.27987742594484166,1.0
0.28016359918200406,1.0
0.2804503582395087,1.0
0.2807377049180328,1.0
0.28102564102564104,1.0
0.2813141683778234,1.0
0.2816032887975334,1.0
0.28189300411522633,1.0
0.282183316168898,1.0
0.2824742268041237,1.0
0.28276573787409703,1.0
0.2830578512396694,1.0
0.28335056876938985,1.0
0.2836438923395445,1.0
0.2839378238341969,1.0
0.2842323651452282,1.0
0.284527518172378,1.0
0.28482328482328484,1.0
0.2851196670135276,1.0
0.28541666666666665,1.0
0.2857142857142857,1.0
0.2860125260960334,1.0
0.28631138975966564,1.0
0.28661087866108786,1.0
0.2869109947643979,1.0
0.28721174004192873,1.0
0.28751311647429173,1.0
0.28781512605042014,1.0
0.288117770767613,1.0
0.28842105263157897,1.0
0.28872497365648053,1.0
0.2890295358649789,1.0
0.2893347412882788,1.0
0.28964059196617337,1.0
0.28994708994708995,1.0
0.2902542372881356,1.0
0.29056203605514314,1.0
0.2908704883227176,1.0
0.2911795961742827,1.0
0.29148936170212764,1.0
0.29179978700745474,1.0
0.2921108742004264,1.0
0.29242262540021347,1.0
0.29273504273504275,1.0
0.293048128342246,1.0
0.29336188436830835,1.0
0.2936763129689175,1.0
0.2939914163090129,1.0
0.29430719656283566,1.0
0.2946236559139785,1.0
0.294940796555436,1.0
0.2952586206896552,1.0
0.29557713052858686,1.0
0.2958963282937365,1.0
0.29621621621621624,1.0
0.29653679653679654,1.0
0.29685807150595883,1.0
0.29718004338394793,1.0
0.2975027144408252,1.0
0.29782608695652174,1.0
0.2981501632208923,1.0
0.2984749455337691,1.0
0.29880043620501634,1.0
0.29912663755458513,1.0
0.2994535519125683,1.0
0.29978118161925604,1.0
0.30010952902519167,1.0
0.30043859649122806,1.0
0.300768386388584,1.0
0.3010989010989011,1.0
0.30143014301430143,1.0
0.30176211453744495,1.0
0.30209481808158767,1.0
0.30242825607064017,1.0
0.3027624309392265,1.0
0.3030973451327434,1.0
0.3034330011074197,1.0
0.30376940133037694,1.0
0.30410654827968925,1.0
0.30444444444444446,1.0
0.3047830923248053,1.0
0.3051224944320713,1.0
0.3054626532887402,1.0
0.30580357142857145,1.0
0.30614525139664805,1.0
0.30648769574944074,1.0
0.3068309070548712,1.0
0.3071748878923767,1.0
0.3075196408529742,1.0
0.30786516853932583,1.0
0.30821147356580425,1.0
0.30855855855855857,1.0
0.3089064261555806,1.0
0.309255079006772,1.0
0.3096045197740113,1.0
0.30995475113122173,1.0
0.3103057757644394,1.0
0.31065759637188206,1.0
0.31101021566401815,1.0
0.31136363636363634,1.0
0.3117178612059158,1.0
0.3120728929384966,1.0
0.3124287343215507,1.0
0.3127853881278539,1.0
0.31314285714285717,1.0
0.3135011441647597,1.0
0.3138602520045819,1.0
0.31422018348623854,1.0
0.3145809414466131,1.0
0.31494252873563217,1.0
0.31530494821634064,1.0
0.315668202764977,1.0
0.3160322952710496,1.0
0.3163972286374134,1.0
0.31676300578034683,1.0
0.31712962962962965,1.0
0.3174971031286211,1.0
0.31786542923433875,1.0
0.31823461091753774,1.0
0.3186046511627907,1.0
0.3189755529685681,1.0
0.31934731934731936,1.0
0.31971995332555425,1.0
0.32009345794392524,1.0
0.32046783625730996,1.0
0.32084309133489464,1.0
0.3212192262602579,1.0
0.3215962441314554,1.0
0.3219741480611046,1.0
0.32235294117647056,1.0
0.32273262661955243,1.0
0.3231132075471698,1.0
0.3234946871310508,1.0
0.32387706855791965,1.0
0.3242603550295858,1.0
0.3246445497630332,1.0
0.3250296559905101,1.0
0.3254156769596199,1.0
0.3258026159334126,1.0
0.3261904761904762,1.0
0.3265792610250298,1.0
0.3269689737470167,1.0
0.32735961768219835,1.0
0.3277511961722488,1.0
0.3281437125748503,1.0
0.328537170263789,1.0
0.3289315726290516,1.0
0.3293269230769231,1.0
0.3297232250300842,1.0
0.3301204819277108,1.0
0.330518697225573,1.0
0.3309178743961353,1.0
0.3313180169286578,1.0
0.33171912832929784,1.0
0.3321212121212121,1.0
0.3325242718446602,1.0
0.33292831105710813,1.0
0.3333333333333333,1.0
0.3337393422655298,1.0
0.33414634146341465,1.0
0.33455433455433453,1.0
0.33496332518337407,1.0
0.3353733170134639,1.0
0.33578431372549017,1.0
0.3361963190184049,1.0
0.3366093366093366,1.0
0.3370233702337023,1.0
0.3374384236453202,1.0
0.33785450061652283,1.0
0.33827160493827163,1.0
0.33868974042027195,1.0
0.33910891089108913,1.0
0.3395291201982652,1.0
0.3399503722084367,1.0
0.3403726708074534,1.0
0.3407960199004975,1.0
0.3412204234122042,1.0
0.341645885286783,1.0
0.34207240948813983,1.0
0.3425,1.0
0.3429286608260325,1.0
0.3433583959899749,1.0
0.3437892095357591,1.0
0.3442211055276382,1.0
0.34465408805031444,1.0
0.345088161209068,1.0
0.3455233291298865,1.0
0.34595959595959597,1.0
0.3463969658659924,1.0
0.3468354430379747,1.0
0.3472750316856781,1.0
0.3477157360406091,1.0
0.34815756035578144,1.0
0.3486005089058524,1.0
0.3490445859872611,1.0
0.3494897959183674,1.0
0.3499361430395913,1.0
0.35038363171355497,1.0
0.3508322663252241,1.0
0.35128205128205126,1.0
0.35173299101412064,1.0
0.35218508997429304,1.0
0.35263835263835264,1.0
0.35309278350515466,1.0
0.3535483870967742,1.0
0.35400516795865633,1.0
0.35446313065976714,1.0
0.3549222797927461,1.0
0.3553826199740597,1.0
0.35584415584415585,1.0
0.3563068920676203,1.0
0.3567708333333333,1.0
0.35723598435462844,1.0
0.3577023498694517,1.0
0.3581699346405229,1.0
0.3586387434554974,1.0
0.35910878112712974,1.0
0.35958005249343833,1.0
0.3600525624178712,1.0
0.3605263157894737,1.0
0.36100131752305664,1.0
0.36147757255936674,1.0
0.3619550858652576,1.0
0.36243386243386244,1.0
0.3629139072847682,1.0
0.363395225464191,1.0
0.36387782204515273,1.0
0.36436170212765956,1.0
0.3648468708388815,1.0
0.36533333333333334,1.0
0.3658210947930574,1.0
0.3663101604278075,1.0
0.3668005354752343,1.0
0.3672922252010724,1.0
0.36778523489932885,1.0
0.3682795698924731,1.0
0.36877523553162855,1.0
0.3692722371967655,1.0
0.3697705802968961,1.0
0.37027027027027026,1.0
0.37077131258457374,1.0
0.3712737127371274,1.0
0.37177747625508817,1.0
0.37228260869565216,1.0
0.3727891156462585,1.0
0.37329700272479566,1.0
0.373806275579809,1.0
0.3743169398907104,1.0
0.3748290013679891,1.0
0.37534246575342467,1.0
0.37585733882030176,1.0
0.37637362637362637,1.0
0.3768913342503439,1.0
0.3774104683195592,1.0
0.3779310344827586,1.0
0.3784530386740331,1.0
0.3789764868603043,1.0
0.37950138504155123,1.0
0.3800277392510402,1.0
0.38055555555555554,1.0
0.3810848400556328,1.0
0.3816155988857939,1.0
0.3821478382147838,1.0
0.38268156424581007,1.0
0.3832167832167832,1.0
0.38375350140056025,1.0
0.38429172510518933,1.0
0.3848314606741573,1.0
0.3853727144866385,1.0
0.38591549295774646,1.0
0.38645980253878703,1.0
0.3870056497175141,1.0
0.38755304101838756,1.0
0.3881019830028329,1.0
0.38865248226950355,1.0
0.38920454545454547,1.0
0.38975817923186346,1.0
0.3903133903133903,1.0
0.3908701854493581,1.0
0.3914285714285714,1.0
0.39198855507868385,1.0
0.39255014326647564,1.0
0.3931133428981349,1.0
0.3936781609195402,1.0
0.3942446043165468,1.0
0.39481268011527376,1.0
0.3953823953823954,1.0
0.3959537572254335,1.0
0.39652677279305354,1.0
0.39710144927536234,1.0
0.397677793904209,1.0
0.39825581395348836,1.0
0.3988355167394469,1.0
0.39941690962099125,1.0
0.4,1.0
0.40058479532163743,1.0
0.4011713030746706,1.0
0.40175953079178883,1.0
0.4023494860499266,1.0
0.40294117647058825,1.0
0.40353460972017674,1.0
0.40412979351032446,1.0
0.40472673559822747,1.0
0.40532544378698226,1.0
0.4059259259259259,1.0
0.4065281899109792,1.0
0.40713224368499257,1.0
0.40773809523809523,1.0
0.4083457526080477,1.0
0.408955223880597,1.0
0.40956651718983555,1.0
0.4101796407185629,1.0
0.4107946026986507,1.0
0.4114114114114114,1.0
0.4120300751879699,1.0
0.4126506024096386,1.0
0.4132730015082956,1.0
0.41389728096676737,1.0
0.4145234493192133,1.0
0.41515151515151516,1.0
0.4157814871016692,1.0
0.41641337386018235,1.0
0.4170471841704718,1.0
0.4176829268292683,1.0
0.4183206106870229,1.0
0.41896024464831805,1.0
0.41960183767228176,1.0
0.42024539877300615,1.0
0.42089093701996927,1.0
0.42153846153846153,1.0
0.4221879815100154,1.0
0.4228395061728395,1.0
0.4234930448222566,1.0
0.4241486068111455,1.0
0.4248062015503876,1.0
0.4254658385093168,1.0
0.4261275272161742,1.0
0.42679127725856697,1.0
0.42745709828393136,1.0
0.428125,1.0
0.4287949921752739,1.0
0.42946708463949845,1.0
0.4301412872841444,1.0
0.4308176100628931,1.0
0.431496062992126,1.0
0.43217665615141954,1.0
0.43285939968404424,1.0
0.43354430379746833,1.0
0.43423137876386686,1.0
0.43492063492063493,1.0
0.4356120826709062,1.0
0.43630573248407645,1.0
0.4370015948963317,1.0
0.43769968051118213,1.0
0.4384,1.0
0.4391025641025641,1.0
0.43980738362760835,1.0
0.4405144694533762,1.0
0.44122383252818037,1.0
0.44193548387096776,1.0
0.44264943457189015,1.0
0.44336569579288027,1.0
0.44408427876823336,1.0
0.4448051948051948,1.0
0.44552845528455287,1.0
0.44625407166123776,1.0
0.4469820554649266,1.0
0.4477124183006536,1.0
0.44844517184942717,1.0
0.4491803278688525,1.0
0.44991789819376027,1.0
0.4506578947368421,1.0
0.4514003294892916,1.0
0.4521452145214521,1.0
0.45289256198347105,1.0
0.45364238410596025,1.0
0.45439469320066334,1.0
0.45514950166112955,1.0
0.4559068219633943,1.0
0.45666666666666667,1.0
0.4574290484140234,1.0
0.45819397993311034,1.0
0.45896147403685095,1.0
0.4597315436241611,1.0
0.46050420168067224,1.0
0.4612794612794613,1.0
0.4620573355817875,1.0
0.46283783783783783,1.0
0.46362098138747887,1.0
0.46440677966101696,1.0
0.46519524617996605,1.0
0.46598639455782315,1.0
0.46678023850085176,1.0
0.46757679180887374,1.0
0.4683760683760684,1.0
0.4691780821917808,1.0
0.4699828473413379,1.0
0.47079037800687284,1.0
0.47160068846815834,1.0
0.4724137931034483,1.0
0.47322970639032813,1.0
0.4740484429065744,1.0
0.4748700173310225,1.0
0.4756944444444444,1.0
0.4765217391304348,1.0
0.47735191637630664,1.0
0.4781849912739965,1.0
0.479020979020979,1.0
0.4798598949211909,1.0
0.4807017543859649,1.0
0.48154657293497366,1.0
0.4823943661971831,1.0
0.48324514991181655,1.0
0.4840989399293286,1.0
0.4849557522123894,1.0
0.4858156028368794,1.0
0.4866785079928952,1.0
0.4875444839857651,1.0
0.48841354723707664,1.0
0.48928571428571427,1.0
0.49016100178890876,1.0
0.4910394265232975,1.0
0.4919210053859964,1.0
0.49280575539568344,1.0
0.4936936936936937,1.0
0.49458483754512633,1.0
0.49547920433996384,1.0
0.4963768115942029,1.0
0.49727767695099817,1.0
0.49818181818181817,1.0
0.4990892531876138,1.0
0.5,1.0
0.5009140767824497,1.0
0.5018315018315018,1.0
0.5027522935779817,1.0
0.5036764705882353,1.0
0.5046040515653776,1.0
0.5055350553505535,1.0
0.5064695009242144,1.0
0.5074074074074074,1.0
0.5083487940630798,1.0
0.5092936802973977,1.0
0.5102420856610801,1.0
0.5111940298507462,1.0
0.5121495327102804,1.0
0.5131086142322098,1.0
0.5140712945590994,1.0
0.5150375939849624,1.0
0.5160075329566854,1.0
0.5169811320754717,1.0
0.5179584120982986,1.0
0.5189393939393939,1.0
0.5199240986717267,1.0
0.5209125475285171,1.0
0.5219047619047619,1.0
0.5229007633587787,1.0
0.5239005736137667,1.0
0.524904214559387,1.0
0.525911708253359,1.0
0.5269230769230769,1.0
0.5279383429672447,1.0
0.528957528957529,1.0
0.5299806576402321,1.0
0.5310077519379846,1.0
0.5320388349514563,1.0
0.5330739299610895,1.0
0.5341130604288499,1.0
0.53515625,1.0
0.5362035225048923,1.0
0.5372549019607843,1.0
0.5383104125736738,1.0
0.5393700787401575,1.0
0.5404339250493096,1.0
0.541501976284585,1.0
0.5425742574257426,1.0
0.5436507936507936,1.0
0.5447316103379721,1.0
0.545816733067729,1.0
0.5469061876247505,1.0
0.548,1.0
0.5490981963927856,1.0
0.5502008032128514,1.0
0.5513078470824949,1.0
0.5524193548387096,1.0
0.5535353535353535,1.0
0.5546558704453441,1.0
0.5557809330628803,1.0
0.556910569105691,1.0
0.5580448065173116,1.0
0.5591836734693878,1.0
0.5603271983640081,1.0
0.5614754098360656,1.0
0.5626283367556468,1.0
0.5637860082304527,1.0
0.5649484536082474,1.0
0.5661157024793388,1.0
0.567287784679089,1.0
0.5684647302904564,1.0
0.5696465696465697,1.0
0.5708333333333333,1.0
0.5720250521920668,1.0
0.5732217573221757,1.0
0.5744234800838575,1.0
0.5756302521008403,1.0
0.5768421052631579,1.0
0.5780590717299579,1.0
0.5792811839323467,1.0
0.5805084745762712,1.0
0.5817409766454352,1.0
0.5829787234042553,1.0
0.5842217484008528,1.0
0.5854700854700855,1.0
0.5867237687366167,1.0
0.5879828326180258,1.0
0.589247311827957,1.0
0.5905172413793104,1.0
0.591792656587473,1.0
0.5930735930735931,1.0
0.5943600867678959,1.0
0.5956521739130435,1.0
0.5969498910675382,1.0
0.5982532751091703,1.0
0.5995623632385121,1.0
0.6008771929824561,1.0
0.6021978021978022,1.0
0.6035242290748899,1.0
0.6048565121412803,1.0
0.6061946902654868,1.0
0.6075388026607539,1.0
0.6088888888888889,1.0
0.6102449888641426,1.0
0.6116071428571429,1.0
0.6129753914988815,1.0
0.6143497757847534,1.0
0.6157303370786517,1.0
0.6171171171171171,1.0
0.618510158013544,1.0
0.6199095022624435,1.0
0.6213151927437641,1.0
0.6227272727272727,1.0
0.6241457858769932,1.0
0.6255707762557078,1.0
0.6270022883295194,1.0
0.6284403669724771,1.0
0.6298850574712643,1.0
0.631336405529954,1.0
0.6327944572748267,1.0
0.6342592592592593,1.0
0.6357308584686775,1.0
0.6372093023255814,1.0
0.6386946386946387,1.0
0.6401869158878505,1.0
0.6416861826697893,1.0
0.6431924882629108,1.0
0.6447058823529411,1.0
0.6462264150943396,1.0
0.6477541371158393,1.0
0.6492890995260664,1.0
0.6508313539192399,1.0
0.6523809523809524,1.0
0.6539379474940334,1.0
0.6555023923444976,1.0
0.657074340527578,1.0
0.6586538461538461,1.0
0.6602409638554216,1.0
0.6618357487922706,1.0
0.6634382566585957,1.0
0.6650485436893204,1.0
0.6666666666666666,1.0
0.6682926829268293,1.0
0.6699266503667481,1.0
0.6715686274509803,1.0
0.6732186732186732,1.0
0.6748768472906403,1.0
0.6765432098765433,1.0
0.6782178217821783,1.0
0.6799007444168734,1.0
0.681592039800995,1.0
0.683291770573566,1.0
0.685,1.0
0.6867167919799498,1.0
0.6884422110552764,1.0
0.690176322418136,1.0
0.6919191919191919,1.0
0.6936708860759494,1.0
0.6954314720812182,1.0
0.6972010178117048,1.0
0.6989795918367347,1.0
0.7007672634271099,1.0
0.7025641025641025,1.0
0.7043701799485861,1.0
0.7061855670103093,1.0
0.7080103359173127,1.0
0.7098445595854922,1.0
0.7116883116883117,1.0
0.7135416666666666,1.0
0.7154046997389034,1.0
0.7172774869109948,1.0
0.7191601049868767,1.0
0.7210526315789474,1.0
0.7229551451187335,1.0
0.7248677248677249,1.0
0.726790450928382,1.0
0.7287234042553191,1.0
0.7306666666666667,1.0
0.732620320855615,1.0
0.7345844504021448,1.0
0.7365591397849462,1.0
0.738544474393531,1.0
0.7405405405405405,1.0
0.7425474254742548,1.0
0.7445652173913043,1.0
0.7465940054495913,1.0
0.7486338797814208,1.0
0.7506849315068493,1.0
0.7527472527472527,1.0
0.7548209366391184,1.0
0.7569060773480663,1.0
0.7590027700831025,1.0
0.7611111111111111,1.0
0.7632311977715878,1.0
0.7653631284916201,1.0
0.7675070028011205,1.0
0.7696629213483146,1.0
0.7718309859154929,1.0
0.7740112994350282,1.0
0.7762039660056658,1.0
0.7784090909090909,1.0
0.7806267806267806,1.0
0.7828571428571428,1.0
0.7851002865329513,1.0
0.7873563218390804,1.0
0.7896253602305475,1.0
0.791907514450867,1.0
0.7942028985507247,1.0
0.7965116279069767,1.0
0.7988338192419825,1.0
0.8011695906432749,1.0
0.8035190615835777,1.0
0.8058823529411765,1.0
0.8082595870206489,1.0
0.8106508875739645,1.0
0.8130563798219584,1.0
0.8154761904761905,1.0
0.817910447761194,1.0
0.8203592814371258,1.0
0.8228228228228228,1.0
0.8253012048192772,1.0
0.8277945619335347,1.0
0.8303030303030303,1.0
0.8328267477203647,1.0
0.8353658536585366,1.0
0.8379204892966361,1.0
0.8404907975460123,1.0
0.8430769230769231,1.0
0.845679012345679,1.0
0.848297213622291,1.0
0.8509316770186336,1.0
0.8535825545171339,1.0
0.85625,1.0
0.8589341692789969,1.0
0.8616352201257862,1.0
0.8643533123028391,1.0
0.8670886075949367,1.0
0.8698412698412699,1.0
0.8726114649681529,1.0
0.8753993610223643,1.0
0.8782051282051282,1.0
0.8810289389067524,1.0
0.8838709677419355,1.0
0.8867313915857605,1.0
0.8896103896103896,1.0
0.8925081433224755,1.0
0.8954248366013072,1.0
0.898360655737705,1.0
0.9013157894736842,1.0
0.9042904290429042,1.0
0.9072847682119205,1.0
0.9102990033222591,1.0
0.9133333333333333,1.0
0.9163879598662207,1.0
0.9194630872483222,1.0
0.9225589225589226,1.0
0.9256756756756757,1.0
0.9288135593220339,1.0
0.9285714285714286,0.9963503649635036
0.931740614334471,0.9963503649635036
0.934931506849315,0.9963503649635036
0.9381443298969072,0.9963503649635036
0.9413793103448276,0.9963503649635036
0.9446366782006921,0.9963503649635036
0.9444444444444444,0.9927007299270073
0.9477351916376306,0.9927007299270073
0.951048951048951,0.9927007299270073
0.9543859649122807,0.9927007299270073
0.9577464788732394,0.9927007299270073
0.9611307420494699,0.9927007299270073
0.9645390070921985,0.9927007299270073
0.9679715302491103,0.9927007299270073
0.9714285714285714,0.9927007299270073
0.974910394265233,0.9927007299270073
0.9784172661870504,0.9927007299270073
0.9783393501805054,0.9890510948905109
0.9782608695652174,0.9854014598540146
0.9818181818181818,0.9854014598540146
0.9817518248175182,0.9817518248175182
0.9853479853479854,0.9817518248175182
0.9852941176470589,0.9781021897810219
0.985239852398524,0.9744525547445255
0.9851851851851852,0.9708029197080292
0.9851301115241635,0.9671532846715328
0.9850746268656716,0.9635036496350365
0.9887640449438202,0.9635036496350365
0.9887218045112782,0.9598540145985401
0.9886792452830189,0.9562043795620438
0.9886363636363636,0.9525547445255474
0.9885931558935361,0.948905109489051
0.9885496183206107,0.9452554744525548
0.9885057471264368,0.9416058394160584
0.9884615384615385,0.9379562043795621
0.9884169884169884,0.9343065693430657
0.9883720930232558,0.9306569343065694
0.9883268482490273,0.927007299270073
0.98828125,0.9233576642335767
0.9882352941176471,0.9197080291970803
0.9881889763779528,0.916058394160584
0.9881422924901185,0.9124087591240876
0.9880952380952381,0.9087591240875912
0.9880478087649402,0.9051094890510949
0.988,0.9014598540145985
0.9879518072289156,0.8978102189781022
0.9879032258064516,0.8941605839416058
0.9878542510121457,0.8905109489051095
0.9878048780487805,0.8868613138686131
0.9877551020408163,0.8832116788321168
0.9877049180327869,0.8795620437956204
0.9876543209876543,0.8759124087591241
0.9917355371900827,0.8759124087591241
0.991701244813278,0.8722627737226277
0.9916666666666667,0.8686131386861314
0.9916317991631799,0.864963503649635
0.9915966386554622,0.8613138686131386
0.9915611814345991,0.8576642335766423
0.9957627118644068,0.8576642335766423
0.9957446808510638,0.8540145985401459
0.9957264957264957,0.8503649635036497
0.9957081545064378,0.8467153284671532
0.9956896551724138,0.843065693430657
0.9956709956709957,0.8394160583941606
0.9956521739130435,0.8357664233576643
0.9956331877729258,0.8321167883211679
0.9956140350877193,0.8284671532846716
0.9955947136563876,0.8248175182481752
0.995575221238938,0.8211678832116789
0.9955555555555555,0.8175182481751825
0.9955357142857143,0.8138686131386861
0.9955156950672646,0.8102189781021898
0.9954954954954955,0.8065693430656934
0.995475113122172,0.8029197080291971
0.9954545454545455,0.7992700729927007
0.9954337899543378,0.7956204379562044
0.9954128440366973,0.791970802919708
0.9953917050691244,0.7883211678832117
0.9953703703703703,0.7846715328467153
0.9953488372093023,0.781021897810219
0.9953271028037384,0.7773722627737226
0.9953051643192489,0.7737226277372263
0.9952830188679245,0.7700729927007299
0.995260663507109,0.7664233576642335
0.9952380952380953,0.7627737226277372
0.9952153110047847,0.7591240875912408
0.9951923076923077,0.7554744525547445
1.0,0.7554744525547445
1.0,0.7518248175182481
1.0,0.7481751824817519
1.0,0.7445255474452555
1.0,0.7408759124087592
1.0,0.7372262773722628
1.0,0.7335766423357665
1.0,0.7299270072992701
1.0,0.7262773722627737
1.0,0.7226277372262774
1.0,0.718978102189781
1.0,0.7153284671532847
1.0,0.7116788321167883
1.0,0.708029197080292
1.0,0.7043795620437956
1.0,0.7007299270072993
1.0,0.6970802919708029
1.0,0.6934306569343066
1.0,0.6897810218978102
1.0,0.6861313868613139
1.0,0.6824817518248175
1.0,0.6788321167883211
1.0,0.6751824817518248
1.0,0.6715328467153284
1.0,0.6678832116788321
1.0,0.6642335766423357
1.0,0.6605839416058394
1.0,0.656934306569343
1.0,0.6532846715328468
1.0,0.6496350364963503
1.0,0.6459854014598541
1.0,0.6423357664233577
1.0,0.6386861313868614
1.0,0.635036496350365
1.0,0.6313868613138686
1.0,0.6277372262773723
1.0,0.6240875912408759
1.0,0.6204379562043796
1.0,0.6167883211678832
1.0,0.6131386861313869
1.0,0.6094890510948905
1.0,0.6058394160583942
1.0,0.6021897810218978
1.0,0.5985401459854015
1.0,0.5948905109489051
1.0,0.5912408759124088
1.0,0.5875912408759124
1.0,0.583941605839416
1.0,0.5802919708029197
1.0,0.5766423357664233
1.0,0.572992700729927
1.0,0.5693430656934306
1.0,0.5656934306569343
1.0,0.5620437956204379
1.0,0.5583941605839416
1.0,0.5547445255474452
1.0,0.551094890510949
1.0,0.5474452554744526
1.0,0.5437956204379562
1.0,0.5401459854014599
1.0,0.5364963503649635
1.0,0.5328467153284672
1.0,0.5291970802919708
1.0,0.5255474452554745
1.0,0.5218978102189781
1.0,0.5182481751824818
1.0,0.5145985401459854
1.0,0.5109489051094891
1.0,0.5072992700729927
1.0,0.5036496350364964
1.0,0.5
